Patient_ID,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20,Gene_21,Gene_22,Gene_23,Gene_24,Gene_25,Gene_26,Gene_27,Gene_28,Gene_29,Gene_30,Gene_31,Gene_32,Gene_33,Gene_34,Gene_35,Gene_36,Gene_37,Gene_38,Gene_39,Gene_40,Gene_41,Gene_42,Gene_43,Gene_44,Gene_45,Gene_46,Gene_47,Gene_48,Gene_49,Gene_50,True_Group
P011,11.92617754753164,12.90941664047013,9.601432426180859,11.56296923669057,10.349357430878174,10.512874616235305,10.40760607576113,10.136009230320184,11.048521627944828,10.169049883588961,11.270456825779839,10.949761890550864,10.76105195313359,10.092436337958402,10.423228669431667,11.755391225825756,11.500917187624381,10.022444755201448,11.099332305429225,11.751387123371789,6.330594718878628,8.543360192379936,7.337376241054153,8.57059866859316,7.236740843457483,6.1951178993354805,6.372457562116837,8.048084946661382,8.259722501721482,7.095683374895591,8.638592458777374,6.33847993773104,7.9339202013526835,6.788983800237544,7.3481638921978405,8.047398671316413,7.139586634716047,7.615444455770175,9.00629280921444,7.423108130476852,8.835692112065141,6.870293145342382,8.529804177915283,9.4415686206579,5.528355499872711,7.203104744529523,8.57707212718054,7.796954613957007,8.371145873371308,7.39601481328418,0
P012,11.0865897874729,10.84432276460792,12.167782061659807,11.254420843301213,11.337602662075202,10.588123033877533,10.512393775927507,10.56744181218038,11.394452142378297,10.579015519179737,11.289774856896413,13.07540079864544,11.871124703431692,10.673976467832158,12.201213922163944,10.591924626978448,8.961875464822146,9.991913689082596,9.129208078974145,10.648486515958691,8.018418379189551,9.676437312275283,8.326927373764162,7.780899471191136,8.829405581183488,5.788864690992115,8.235614558108566,8.770865193886968,6.521413754220158,9.143754043206929,8.338496407494414,7.584712086099199,8.632781866106285,10.270692857804395,8.181866255058495,8.248220586300336,7.540639100459756,7.150155630535208,8.830335816544245,7.1439161740911326,8.071566237219393,7.522342553234884,8.478979825746391,8.333662105286948,9.0375399442579,7.489983601145253,7.730125064706629,7.021236284217693,7.555706739923888,8.377300493044853,0
P013,11.756988616645351,10.077834675822373,11.869605920105661,12.35563785880495,11.4134349032237,12.876795812558067,10.226210800896427,9.755345296688583,9.221279751095722,12.496044311489182,11.654365656354058,10.944415329089544,11.279968626319821,9.874510952701623,13.445751979616826,11.129221181975227,11.109394794604892,11.725766623898693,11.481009231736714,11.223884024279132,7.209525544554688,8.471468357135995,9.882024496475033,9.345420046154977,9.593186626639397,7.488784323568815,7.010395179741419,7.874213079900352,8.055724912288694,9.094191518470948,6.307535370285181,9.529550319460613,7.8419921014210106,7.57311893005258,6.987895624739832,6.345143328134231,8.823170583961915,8.073317967188403,6.710039100258946,6.704921227936384,7.664215300709872,9.669021525289393,7.740408648636395,6.496857046881894,7.754256935914055,7.72727643025233,5.303113357058429,7.945705133482188,7.769065469791322,8.696206364813419,0
P014,12.848956094945345,12.126565029547757,10.731111309445168,9.89347409125833,13.573359803249861,11.059218434014488,11.013929291912946,10.975874912889996,11.198084760767856,10.855639588076057,10.426337993119763,10.453141058759607,10.967246729784002,10.456575228866235,10.287154217322836,11.106430227691897,10.745022782579145,12.503992988582688,8.349030191606989,12.091506851922462,9.24608519249763,5.9266097675918505,7.657312405919651,7.628559134004209,6.5924883052821786,7.222183312409125,6.889424154534171,9.752270443423622,8.93567839314746,9.27155509499416,8.721672064043235,6.870948228782771,7.475479733720226,8.489374561227917,6.777872191108054,8.712998430172387,7.759674601841865,7.625179192450402,8.710959968203491,8.44426331148604,7.63903383418092,9.159329803364248,6.918936672400102,8.615935606944264,8.593101257968383,7.690453560686009,8.326133022242118,6.748886423614697,8.924027019206902,7.8150978635570105,0
P015,10.47727697948096,12.049009225836889,10.29565630945724,9.591538703636441,9.443370826476096,11.606009951345639,9.719570647503717,12.754794181984364,8.918070592116278,12.696456368290038,11.211017467202618,10.903286888129607,10.45508091319105,11.399136114352071,10.96236529757515,12.103301882016522,11.11422764866204,11.150301761461877,10.636387787786145,10.943054376278933,8.307801768892059,6.289831607343374,6.651814577894287,8.743264094022715,8.170865438127942,7.8160166636473205,8.018433933065394,8.347581705361671,7.460240319690638,7.221695274597687,8.195845255097682,7.021627222384968,8.408252755714472,6.297416395762159,9.029155637325644,8.472597482413043,8.256029734313875,8.982690983945513,9.665474444462577,9.01437006501813,6.159125768668355,6.720423033264298,7.375181422304321,8.026091050210834,8.517659020469123,7.274256186846534,8.186766764477078,7.2446170676466775,7.388482197008051,6.5933389031517775,0
P016,10.076766753889096,9.648315394383665,10.024126747022667,12.05364179660784,10.050601111168056,13.63238206483739,11.49331790088089,11.184836123694874,10.141642219818786,11.70030987940899,10.424362173762226,11.122009814645361,13.560084538268795,10.90394010027535,12.149273326285677,10.296823574874113,10.96501150950304,12.77080063563551,10.373032942212234,12.812448557996928,8.707751935455475,7.437533224105732,8.632407739055521,8.97255444962673,8.621809962217196,6.429775280109544,7.272862824175132,7.752481364448495,7.925566570899954,8.620672097550678,8.177701000933254,6.664655641289899,8.380197851005963,8.610585745283823,8.55979044793104,9.080780725554622,8.833922154548905,8.459180079228437,7.929834288541353,6.339039066484009,8.429618219132585,8.20768768716311,8.271578837195374,6.723251424179691,6.918943459591738,9.053152853332904,7.960444846143345,8.681500697372625,8.02831837613046,8.029756139495746,0
P017,11.938283805975997,10.483955271782627,11.096120776940984,10.537724711294958,10.565503772567684,10.690827876531362,11.222133771633713,10.521251378336522,12.255756125573521,10.105392697780495,10.813128355838641,10.560268941725825,12.446977884353732,11.196554776511574,12.031844539468635,9.514439626963028,11.267050265869258,11.889630795623438,11.082283989275425,12.065480375065352,7.482711549899628,9.40934744018558,10.29889812361925,7.637161439560341,7.554497478599228,9.453384477117702,9.579572145730712,7.477139972846731,7.579813182904143,7.718215391139493,6.655549488965723,7.081348053515802,6.995859233247932,7.232202434895871,7.965315112613219,8.23421473253652,9.550500492814077,7.001645959261209,8.984322398476584,7.786011155774491,7.950536290347567,8.674819492166604,6.877277978437702,8.38240974618405,8.166452208213055,8.49245126400815,8.289168643907818,10.455300139910895,7.362260015748684,7.469003044998182,0
P018,10.376859473575236,10.444522880839745,10.362612872693482,12.189016531107551,12.420504247989856,10.429253706250524,10.167644426895771,11.471415556386404,10.447776955719029,11.63293181775551,11.2029230208513,9.484255885002767,12.547505201330061,12.795877673095521,10.387211309515614,10.612298440064016,11.285865390724904,11.334456789987025,11.658544272672831,13.010204538766349,7.82305277250595,7.201702755461547,6.620680771985473,7.269069960058081,7.966873027126203,9.794557863517788,7.482388700963829,8.223787951638899,7.983577103927248,9.188393273448083,10.526932425873621,7.4691312270796795,7.510560557481778,9.044160877069071,8.681891489626311,9.846707325736034,8.583928185325965,7.64070790921294,8.590654830692309,9.108703580582908,8.820482181197365,8.507274031107297,9.066674689589155,9.169295590445673,9.382158991037528,8.648709887589643,7.832881919683146,8.146713686433323,9.206508966508357,7.183064329012764,0
P019,11.368673308872902,10.606661187672639,11.028744822934817,12.278451862607298,11.191099068019904,11.046436548156148,9.640143859020082,11.746253566027221,11.645484181141075,13.16325472330546,10.692221765046998,11.21915032766394,11.249383683710755,12.577453279763475,10.904704467613048,11.27902152577034,11.60789650971654,11.186609123156359,10.553566385449471,11.194089992898308,9.073631749859771,6.97348470058894,8.132969674146876,7.299879185060827,9.195046628924842,6.476813095216225,7.441078152728411,8.377211875064521,9.565524029234341,7.934249738927012,7.444800473306802,9.88115706944059,6.551986099583756,5.801194043379918,8.440014450053333,7.497945775647389,6.978767182869287,8.708356447299353,8.243800713771199,7.435921369263272,6.719695601329105,8.872457328280145,8.65020117795866,7.900824136220617,9.846636996047666,6.929915233673848,6.474474829075261,7.3080919301187555,7.9544139836445025,8.243339449322692,0
P020,10.75876394214367,11.352055396514297,9.748460575809556,12.443764604073259,10.917848821607432,12.117295831588127,11.342725346377705,11.456753219153784,11.569767280232204,11.447708560017315,11.642722759867544,12.329152530132431,11.19652116970147,11.709003757588512,10.910264305712772,12.440117215449472,10.32360769794073,12.800940432910815,10.959842049355657,9.569224897881952,8.128104414910789,7.318948342525119,8.840643548988725,7.3473760206976095,7.55381656678522,6.110459269054469,7.547693680750923,5.576120673371044,6.416097176514277,8.760414656144297,8.785800158650833,8.425457561784965,7.033023856870787,7.9522886438580205,7.9963974609094315,6.841635310807457,9.50339830176715,8.877362290575672,7.779035826170336,8.02688583899453,8.208382807947553,5.958265131575709,7.752822617479403,7.318015752002202,6.998379990105084,7.718899707114045,9.797686526849523,8.64084286126701,7.428821010217203,8.572582781356159,0
P021,12.399355436586003,11.924633682912768,11.059630369920175,10.353063222294427,11.69822331361359,11.39348538542175,11.895193220027732,11.63517180168197,12.049552715319335,10.464764788439432,12.317394065634325,11.1975996046924,13.075260872625265,10.310812181910432,12.73596380316525,11.197910783462648,10.348581996385551,10.516114165945678,10.67965269180568,11.424165946401917,8.522835488035499,7.426299996061421,7.975645407739017,10.142270358611864,9.727543170100711,8.436323669674032,8.0380034781682,8.12003132671826,8.613517972730417,6.977207434801595,7.742623462576655,6.3314159261224106,8.39922312260528,8.64719593970274,7.516813537700626,9.573986763290034,6.774234336997659,6.53562511979018,8.224451818559972,9.047098302612154,9.68392769145787,7.54111573713106,9.078680833431296,7.961491530499293,7.82737270005918,8.883659937486673,8.65232287841342,6.42360784301575,9.476540349725896,9.380091354147451,0
P022,10.37443729849047,11.395803533437409,11.494030186282739,11.260673765823906,10.44969484615458,10.328376632061948,10.974445929008555,12.172729019259364,11.543600154594433,10.629385667913894,11.771698710648344,8.151457379369925,12.148765700372103,9.2602862212219,10.637559058596867,9.880330105373856,9.705318524279093,12.16082678737852,10.532298798688108,11.346503881730715,7.953079421120816,8.47704082722312,8.076821891060256,6.71700777581143,8.99626681944714,7.506243416838688,6.443418101340249,7.571884839034087,9.50075979063431,8.850221742113494,7.6513478655921405,7.650742295681571,7.678364948782617,10.076747983560841,8.381935452231554,8.43004164719107,9.030283454031842,8.238789159026513,7.740957854179297,7.803650150915022,7.928398740585936,7.962777763490158,8.72762954363698,8.0519458858073,8.73264007721558,7.919283419891418,8.07863519031609,6.001799315467892,8.916327674702481,8.346488475897992,0
P023,11.998010109859653,8.10374462180631,13.088374704780728,10.860410371844825,12.108182816737516,9.960094072874469,11.61277390506257,9.946584436826344,10.376231039304194,12.914031353866786,10.809317599236653,11.217432873179723,11.870067730688755,11.495681887972605,11.150418905143576,11.364961002466226,13.403415585238275,10.942381202966414,11.201099046714967,12.050654396007612,9.105525932957985,9.18703030556038,8.638730222029185,6.8569950872695165,9.633431532301096,6.853654606981312,8.302635465239034,7.245724149980642,7.935861653407008,8.328762410303481,8.321357215450274,8.421920754235284,9.613711269058648,8.45353430151398,7.755843364709351,8.964087168288357,9.189470488924641,6.7723921848630075,8.597400069849858,8.701172742310899,7.702436496640008,9.37570681331162,7.849944412967473,8.125576453471542,7.82692817571613,8.015579047581468,6.903724913104798,6.559949117405706,9.594505063224972,7.153038651681673,0
P024,10.008607650543693,8.846609886396285,10.361038252310497,9.676910206592503,12.642015160136369,12.009817089342635,10.311849654822275,13.252435805344309,11.981765486991595,10.675168616491376,8.500594285126427,13.290942572590742,9.610427533236404,9.354601253043107,12.02257043200964,13.439752406339274,12.384272818510517,11.56390912005236,11.594754341665286,11.853415558780307,8.758928589786764,8.281191423969375,8.104201103951876,7.937406872100477,7.246035411133324,7.719324923133226,6.3070431858046145,7.90166037320525,7.011408892849083,6.896410682784229,8.179894151153478,9.3920022863446,8.918316606002312,6.429499396376823,7.010371863429662,8.940771187988215,7.017512606461691,7.775366850002976,8.550052099024551,7.031655545136365,8.10537550614596,6.665974505081795,7.398632356048786,8.319781934142537,6.407006266468331,8.440474737960399,7.980362201073318,8.552489954417148,8.223914134064662,9.364140429973844,0
P025,11.125224502647907,10.570594458874748,11.122297503032284,11.543298029036388,11.048860070325704,11.040591691203883,10.298008312193245,10.337099082449052,9.597394728200307,12.749576743186939,9.756136764608716,10.307094802204093,10.281592734430802,11.894924376944441,10.705050321707972,12.247742072673734,10.326509375756132,11.278994162223801,10.164652946740244,13.145149127773388,6.812401580970487,8.309820710227028,8.633776880932098,8.413799097451498,7.814712341122291,7.870179300266574,8.04381147197911,7.852997998371511,8.96387911679491,10.210523001591351,7.442508214992166,6.630197020420923,7.911717951648745,10.579709337654318,7.196325432030269,9.639116805444068,9.677700814076442,7.4464117582920055,8.568983079185275,9.628396623128538,7.620872259012513,7.796419639897638,7.418319086051357,6.985243269307134,7.350722454933993,6.7760597332377435,8.034083468259226,7.230026768941358,8.233785911790747,6.444104353796373,0
P026,11.330880232214458,11.833528961608925,9.006264357428545,11.374056569847571,12.227668992473292,9.790358981308795,12.672572386837704,11.419019009366044,10.294988144241591,10.944230922342294,11.558326912521723,11.076005391412412,11.538755992446369,10.079326406920634,11.169360824036078,9.58628550309502,10.8887739386513,10.09609235853521,10.264470057410232,12.236093175210437,9.091310120594269,8.609138120907177,6.907687235327421,7.683591550305198,9.213097699979183,8.141716913639904,10.319329539981695,8.393317839394372,8.19204911649003,7.690883535797498,8.133540904782283,7.8475301636194565,8.70810867668859,8.956702316794583,7.21401053949205,6.6687670464422215,6.163794626896704,8.507991326912544,6.896633393826127,5.847109407047517,8.388578604530965,10.492999517432791,7.993929088460106,8.838490774451643,8.081829358547566,7.901110346808857,8.91907648298777,7.709725455811348,8.267392314071904,8.321697806196013,0
P027,10.33190954635695,11.992042349536522,10.825040243304592,10.244254840507155,11.536509843570403,10.101532018208964,11.028181157369128,10.990881003355796,12.085895565831578,11.474698232879954,10.974973041254856,11.817766299200287,12.390207549017314,11.557810306351863,11.010352619843381,9.68816376764984,9.934886336924627,10.694775295645332,10.390487797840716,10.813028697014554,8.056649924897107,8.52969275435673,7.9295012219409085,8.486501643826202,8.064474414810121,6.024533433646129,7.060664606181246,7.855912444278385,6.790305257158892,8.599928729996204,9.530750832343697,9.218761851697316,7.786557129069792,9.490726136849952,8.148667457202112,7.662914028881961,7.38659733645906,7.697530313511872,7.611823181458771,8.170416222375488,8.160573981049865,8.003046020153414,8.43693816974635,9.190646274786342,8.949554135441323,6.5151020315500965,5.446078865098045,8.934319911239275,6.633121301584579,7.775234598107317,0
P028,9.82988697394064,9.19801956241998,11.541462728204788,11.759155160302647,10.423489599273282,8.408957707855091,10.453755551747516,11.391804005402546,9.521088431225872,11.183359919779155,10.984690150827005,11.579291499601089,11.119580368414153,10.026931059118445,12.196571501664492,10.84147042697303,10.972695460490069,10.066732040926805,10.55671774880849,10.1151972859731,7.827053940076577,9.711708480142343,6.628098857068643,6.386438602123259,9.471170327493608,7.7906763228481335,7.330927261340084,9.039904687396076,7.394384460263136,9.826009713546936,8.67792587133927,7.5120885918542974,10.157308213265503,7.3942850769966615,8.742095372009308,8.299292580406492,9.301741289398798,9.561511196726853,8.032004149065767,7.246582129653817,8.459972142939117,7.322284630247894,10.013387247526623,8.136535331082737,7.634678448687891,8.184680305864909,6.6528737104703035,7.028385961489349,9.200413907944425,7.343105721028604,0
P029,9.95308901731806,11.536652752527287,12.185704154662997,11.718953310665066,11.996047685805816,10.243204911430539,9.578189333258155,12.501333651955488,10.677320161157864,10.749166983544953,12.328194141849059,11.55623000940066,11.455887772081608,13.165002344901083,10.356481769619858,11.927840128081238,11.057013124897084,11.268592278863258,12.528468426412532,11.507835756289623,8.538296079049633,9.072507337309801,7.635047270457115,7.160790332660993,6.955190805978966,6.0336434106239984,10.056207129940322,6.896791634278317,7.778746376414228,7.723186700111079,8.307406697809101,8.815737212539297,8.860473488359744,7.416922561431061,7.832878286213589,8.2825799504883,7.751308873816453,9.607345576019993,8.49097495163825,8.734877786049818,8.662881268667412,9.173473857485325,8.181021558703707,6.703168052044154,8.399687951752641,7.348643106208171,7.471383318250243,8.586364018755093,9.238283071433635,8.021271576736062,0
P030,11.308833012598964,12.702214944635237,11.240753179488568,13.601683114180394,11.565509645631543,9.239237240844183,11.753341621104532,11.381158384882777,12.289752754082745,11.673181351269958,10.861544016016225,9.775701763710634,10.790976742713974,10.149479545790701,10.419476550195277,11.588578404420609,12.669904504351406,11.39467152982298,9.804116937964816,11.44460266822014,9.196631486645652,7.390217095680618,7.865982833327083,8.014688194729198,7.21510168691776,8.648280433843858,7.8790518513922185,8.419532443907027,7.1125078221979,7.56254169967659,8.722381357827771,7.627166847908233,9.726963851233405,7.600363814385398,8.224684725751885,8.93259083187309,6.581634267066969,6.239191188019224,6.474343685429905,9.262584103427182,7.448141854107553,10.558199285668252,7.4357524013426115,8.184551303197036,9.542109952567875,10.006092888159124,10.061503576636397,9.208366230593143,9.024062525811463,8.592526949201183,0
P031,11.778361076166638,10.448814283671467,10.181801116577692,10.996625542589047,10.829815377475072,10.546771950672724,11.696387447456715,11.955305208570511,11.088406886291848,12.477530081055262,9.858310885866494,10.806340540720281,10.283177679397195,9.13346338292694,10.9173193141573,10.878252491616717,12.51344974324213,11.630811684554777,9.975813175670794,12.854092566334188,9.221033695525353,8.582097703468616,7.773515901150168,7.04056076327652,7.627793223928947,9.088748619704186,9.88458630593461,9.543243528272189,7.511150578213726,6.880382566710988,8.140886246911204,6.231560634437148,8.323167714184782,7.852397413701332,7.533963498131758,6.405296932733204,8.513600106569717,7.467299160338088,6.830083164289712,5.127737786718351,7.972485094949364,9.772251596669744,9.66125921454787,7.542903743413728,7.39778793963822,8.468774256075024,7.001614560811708,8.301791899819467,8.76608027838469,9.226933223884307,0
P032,10.899845923520047,10.796326249823034,10.122017413243439,10.17311964596014,10.773521108098473,11.367365506816178,11.913584626233249,10.196821049319656,12.492688568959522,10.728876398957432,10.978632705651563,10.252788320852176,8.575759739727058,11.88404539636105,11.736843897092433,10.718672442881786,11.066990717224872,11.5159392177041,9.437454143113458,10.470947322653705,8.794264679621827,6.745710576830751,8.29355793216663,6.643418195376595,8.466429982433526,7.964358517702516,6.384868184094491,9.164739354457172,7.265408423201951,7.189747562985619,8.200569197230942,9.148637349428714,6.984178181021603,8.061679849847971,8.428816500330573,8.693105607263144,8.176441555277226,7.632972160916678,7.17240977935128,8.086143883046375,6.927860988014393,5.078649516505393,8.436559804157667,8.903934841086196,5.637067564458162,6.990269295290062,8.619154261005198,10.057495469711698,8.020793707675407,7.271997058770865,0
